GeneID	H(c|x)	p_e
grik1a	6.7697e-01	3.1335e-01
znf973	6.7698e-01	3.1336e-01
sh3bp5la	6.7698e-01	3.1336e-01
b4galt6	6.7699e-01	3.1336e-01
si:ch1073-416d2.4	6.7699e-01	3.1337e-01
si:ch73-236c18.3	6.7700e-01	3.1337e-01
ftr58	6.7700e-01	3.1338e-01
znf1027	6.7701e-01	3.1338e-01
si:ch211-272b8.6	6.7701e-01	3.1338e-01
si:ch211-102c2.4	6.7701e-01	3.1338e-01
zgc:113227	6.7702e-01	3.1339e-01
phb2b	6.7703e-01	3.1340e-01
myo18ab	6.7703e-01	3.1340e-01
pdia5	6.7704e-01	3.1341e-01
CFAP74	6.7705e-01	3.1341e-01
acbd5a	6.7705e-01	3.1342e-01
msh5	6.7706e-01	3.1343e-01
myo1b	6.7706e-01	3.1343e-01
zgc:112408	6.7706e-01	3.1343e-01
FO704724.1	6.7706e-01	3.1343e-01
met	6.7707e-01	3.1343e-01
cat	6.7707e-01	3.1344e-01
adamts17	6.7708e-01	3.1344e-01
nat9	6.7708e-01	3.1344e-01
cyp2k19	6.7708e-01	3.1344e-01
prkci	6.7710e-01	3.1346e-01
zgc:101569	6.7710e-01	3.1346e-01
si:ch211-160o17.6	6.7710e-01	3.1346e-01
cfl1	6.7710e-01	3.1346e-01
slc7a8b	6.7711e-01	3.1347e-01
si:dkey-3p4.1	6.7711e-01	3.1347e-01
abtb2a	6.7712e-01	3.1348e-01
g6pcb	6.7713e-01	3.1349e-01
pstpip1a	6.7713e-01	3.1349e-01
tmem206	6.7714e-01	3.1350e-01
slc41a2b	6.7715e-01	3.1351e-01
setd6	6.7716e-01	3.1351e-01
nars2	6.7716e-01	3.1351e-01
prdm9	6.7716e-01	3.1351e-01
pbxip1a	6.7716e-01	3.1351e-01
ndel1b	6.7716e-01	3.1352e-01
si:ch73-111k22.3	6.7717e-01	3.1352e-01
si:ch1073-100f3.2	6.7718e-01	3.1353e-01
si:ch73-334d15.2	6.7719e-01	3.1354e-01
ttc33	6.7721e-01	3.1355e-01
si:dkey-121a11.3	6.7721e-01	3.1355e-01
pltp	6.7721e-01	3.1356e-01
ncoa3	6.7721e-01	3.1356e-01
dnajb2	6.7722e-01	3.1356e-01
dsc2l	6.7723e-01	3.1357e-01
smim4	6.7724e-01	3.1358e-01
chp2	6.7724e-01	3.1358e-01
si:dkey-4c15.13	6.7725e-01	3.1359e-01
snx4	6.7725e-01	3.1359e-01
zgc:153901	6.7725e-01	3.1359e-01
si:dkey-111e8.5	6.7725e-01	3.1359e-01
pld6	6.7726e-01	3.1359e-01
si:ch73-94k4.5	6.7726e-01	3.1360e-01
AL954741.4	6.7726e-01	3.1360e-01
idh3g	6.7726e-01	3.1360e-01
si:ch73-256j6.3	6.7726e-01	3.1360e-01
syt5b	6.7727e-01	3.1361e-01
adck2	6.7728e-01	3.1361e-01
afg1lb	6.7728e-01	3.1362e-01
fhod3a	6.7729e-01	3.1362e-01
rdh12l	6.7729e-01	3.1362e-01
si:dkey-29h14.10	6.7729e-01	3.1362e-01
wu:fa19b12	6.7729e-01	3.1363e-01
r3hcc1	6.7730e-01	3.1363e-01
vac14	6.7730e-01	3.1364e-01
mrpl46	6.7730e-01	3.1364e-01
si:ch211-212k18.13	6.7730e-01	3.1364e-01
pkd2l1	6.7731e-01	3.1364e-01
pimr168	6.7731e-01	3.1364e-01
sptbn5	6.7731e-01	3.1364e-01
cfap77	6.7731e-01	3.1364e-01
trabd2b	6.7731e-01	3.1364e-01
txndc17	6.7734e-01	3.1366e-01
ggctb	6.7734e-01	3.1367e-01
snap23.2	6.7735e-01	3.1368e-01
nkx2.4b	6.7736e-01	3.1369e-01
isl2b	6.7736e-01	3.1369e-01
mapk15	6.7737e-01	3.1369e-01
cx35.4	6.7737e-01	3.1369e-01
itih3b	6.7738e-01	3.1370e-01
si:dkey-145c18.2	6.7738e-01	3.1370e-01
cdkn1ba	6.7739e-01	3.1371e-01
MDFIC	6.7739e-01	3.1371e-01
si:ch211-212d10.1	6.7739e-01	3.1371e-01
pigrl3.5	6.7739e-01	3.1371e-01
CYTL1	6.7740e-01	3.1372e-01
si:dkey-51d8.3	6.7740e-01	3.1372e-01
kif5aa	6.7741e-01	3.1373e-01
zgc:110796	6.7741e-01	3.1373e-01
wfdc2	6.7741e-01	3.1373e-01
CU896602.4	6.7743e-01	3.1374e-01
rad51	6.7743e-01	3.1375e-01
dusp19a	6.7745e-01	3.1376e-01
il21r.1	6.7746e-01	3.1377e-01
dnajb12b	6.7746e-01	3.1377e-01
ip6k2a	6.7746e-01	3.1377e-01
dnd1	6.7747e-01	3.1378e-01
vta1	6.7748e-01	3.1379e-01
si:ch211-231f6.6	6.7748e-01	3.1379e-01
hsp70.1	6.7749e-01	3.1379e-01
si:rp71-7l19.2	6.7749e-01	3.1379e-01
ANXA1 (1 of many)	6.7750e-01	3.1380e-01
ptger1a	6.7750e-01	3.1380e-01
neto1	6.7751e-01	3.1381e-01
CABZ01075509.1	6.7751e-01	3.1381e-01
znf1182	6.7751e-01	3.1381e-01
ptprb	6.7752e-01	3.1382e-01
si:dkey-282h22.5	6.7752e-01	3.1382e-01
rad1	6.7753e-01	3.1383e-01
nid2b	6.7753e-01	3.1383e-01
lhfpl5b	6.7753e-01	3.1383e-01
pam	6.7754e-01	3.1384e-01
si:dkeyp-50f7.2	6.7755e-01	3.1384e-01
rpz4	6.7755e-01	3.1385e-01
TMEM14A	6.7755e-01	3.1385e-01
BX511034.1	6.7756e-01	3.1385e-01
bmi1b	6.7756e-01	3.1386e-01
gaa	6.7757e-01	3.1386e-01
si:dkey-25o1.7	6.7757e-01	3.1386e-01
zgc:123105	6.7757e-01	3.1387e-01
CR352209.1	6.7758e-01	3.1387e-01
inpp5d	6.7758e-01	3.1387e-01
prg4a	6.7758e-01	3.1388e-01
flot2b	6.7759e-01	3.1388e-01
rpgra	6.7760e-01	3.1389e-01
dlx4b	6.7761e-01	3.1390e-01
plekhm3	6.7762e-01	3.1391e-01
si:dkey-42l23.4	6.7764e-01	3.1392e-01
phyh	6.7765e-01	3.1393e-01
nav2b	6.7766e-01	3.1394e-01
dimt1l	6.7766e-01	3.1394e-01
fam3a	6.7766e-01	3.1395e-01
endog	6.7769e-01	3.1397e-01
decr1	6.7769e-01	3.1397e-01
P2RY14	6.7769e-01	3.1397e-01
entpd1	6.7770e-01	3.1398e-01
elovl2	6.7770e-01	3.1398e-01
AL928685.4	6.7770e-01	3.1398e-01
wipi2	6.7770e-01	3.1398e-01
foxo1b	6.7770e-01	3.1398e-01
CR848763.1	6.7771e-01	3.1398e-01
sdf4	6.7771e-01	3.1399e-01
borcs5	6.7771e-01	3.1399e-01
slco2a1	6.7772e-01	3.1399e-01
si:ch211-250m6.4	6.7772e-01	3.1400e-01
stk31	6.7772e-01	3.1400e-01
si:dkey-3h2.4	6.7773e-01	3.1400e-01
rab5c	6.7773e-01	3.1400e-01
pimr62	6.7773e-01	3.1400e-01
dlgap1b	6.7773e-01	3.1401e-01
grin2aa	6.7775e-01	3.1402e-01
si:ch211-203b20.4	6.7776e-01	3.1403e-01
orc5	6.7777e-01	3.1404e-01
znf1122	6.7777e-01	3.1404e-01
MAJIN	6.7777e-01	3.1404e-01
rnasel3	6.7778e-01	3.1404e-01
junbb	6.7778e-01	3.1405e-01
mto1	6.7779e-01	3.1405e-01
si:dkey-25i10.1	6.7779e-01	3.1406e-01
nek12	6.7779e-01	3.1406e-01
CR936408.2	6.7779e-01	3.1406e-01
CABZ01046997.1	6.7780e-01	3.1406e-01
trim44	6.7780e-01	3.1406e-01
ncs1a	6.7781e-01	3.1407e-01
cdc42ep1b	6.7781e-01	3.1407e-01
hsp70l	6.7782e-01	3.1409e-01
smyhc2	6.7783e-01	3.1409e-01
itsn2b	6.7783e-01	3.1409e-01
spata20	6.7783e-01	3.1409e-01
ergic3	6.7784e-01	3.1409e-01
kcnc2	6.7784e-01	3.1409e-01
ranbp10	6.7784e-01	3.1410e-01
pcdh1g32	6.7784e-01	3.1410e-01
spink4	6.7785e-01	3.1411e-01
smarcd2	6.7786e-01	3.1412e-01
si:dkey-22i16.2	6.7787e-01	3.1412e-01
mhc1zea	6.7788e-01	3.1413e-01
tm9sf3	6.7788e-01	3.1414e-01
mtif2	6.7789e-01	3.1414e-01
si:dkeyp-44a8.4	6.7789e-01	3.1414e-01
tpte	6.7789e-01	3.1414e-01
znf992	6.7789e-01	3.1414e-01
si:ch211-76m11.3	6.7790e-01	3.1415e-01
upf3b	6.7790e-01	3.1415e-01
fbxw8	6.7791e-01	3.1416e-01
camk2g2	6.7791e-01	3.1416e-01
otos	6.7793e-01	3.1418e-01
zgc:77838	6.7795e-01	3.1419e-01
prkag3b	6.7795e-01	3.1419e-01
grm5b	6.7795e-01	3.1419e-01
qdprb2	6.7795e-01	3.1420e-01
pgfb	6.7796e-01	3.1420e-01
si:ch211-244b2.4	6.7797e-01	3.1421e-01
rassf7b	6.7798e-01	3.1422e-01
BX324194.2	6.7798e-01	3.1422e-01
CABZ01092982.1	6.7799e-01	3.1422e-01
si:ch73-138e16.2	6.7799e-01	3.1423e-01
zgc:173593	6.7799e-01	3.1423e-01
qrfpra	6.7800e-01	3.1423e-01
rd3	6.7801e-01	3.1425e-01
renbp	6.7801e-01	3.1425e-01
zgc:113209	6.7802e-01	3.1425e-01
rtn2a	6.7802e-01	3.1425e-01
zgc:113425	6.7803e-01	3.1426e-01
ranbp9	6.7803e-01	3.1426e-01
zmp:0000001006	6.7803e-01	3.1427e-01
CR384061.1	6.7804e-01	3.1427e-01
pimr128	6.7804e-01	3.1427e-01
mmrn2b	6.7805e-01	3.1428e-01
cul1a	6.7805e-01	3.1428e-01
zgc:194655	6.7806e-01	3.1429e-01
si:rp71-17i16.5	6.7806e-01	3.1429e-01
tbc1d10c	6.7806e-01	3.1429e-01
tbx1	6.7807e-01	3.1429e-01
si:ch211-189a15.5	6.7807e-01	3.1430e-01
tpcn2	6.7808e-01	3.1431e-01
si:rp71-84d9.1	6.7809e-01	3.1432e-01
si:dkey-183c2.4	6.7810e-01	3.1432e-01
hax1	6.7810e-01	3.1433e-01
map1lc3a	6.7811e-01	3.1433e-01
NOX4	6.7811e-01	3.1433e-01
gng3	6.7813e-01	3.1435e-01
trip10b	6.7813e-01	3.1435e-01
sept5a	6.7813e-01	3.1435e-01
znf1127	6.7813e-01	3.1435e-01
zgc:194418	6.7814e-01	3.1436e-01
si:dkey-199f5.4	6.7814e-01	3.1436e-01
asb15b	6.7815e-01	3.1436e-01
si:dkeyp-82a1.6	6.7815e-01	3.1437e-01
plin1	6.7815e-01	3.1437e-01
hoxa9a	6.7816e-01	3.1437e-01
vhll	6.7816e-01	3.1438e-01
tekt4	6.7818e-01	3.1440e-01
si:dkey-28b4.8	6.7818e-01	3.1440e-01
foxn2b	6.7820e-01	3.1441e-01
tbx6	6.7820e-01	3.1441e-01
si:ch211-250m6.2	6.7821e-01	3.1442e-01
trdmt1	6.7822e-01	3.1443e-01
slc35f2	6.7822e-01	3.1443e-01
fzd8b	6.7822e-01	3.1443e-01
si:ch211-235p24.2	6.7823e-01	3.1443e-01
zgc:92606	6.7823e-01	3.1443e-01
ensaa	6.7823e-01	3.1444e-01
gata5	6.7824e-01	3.1445e-01
thbs1b	6.7825e-01	3.1445e-01
celsr1a	6.7826e-01	3.1446e-01
si:rp71-1i20.1	6.7827e-01	3.1447e-01
si:dkey-34d22.1	6.7828e-01	3.1448e-01
ttn.1	6.7828e-01	3.1448e-01
si:ch211-224l10.4	6.7829e-01	3.1449e-01
zmp:0000000937	6.7829e-01	3.1449e-01
tmem254	6.7829e-01	3.1449e-01
thap1	6.7830e-01	3.1449e-01
sptlc3	6.7831e-01	3.1450e-01
rfx2	6.7832e-01	3.1452e-01
gtf3c2	6.7832e-01	3.1452e-01
mettl8	6.7833e-01	3.1452e-01
antxr1c	6.7834e-01	3.1453e-01
avil	6.7835e-01	3.1454e-01
tpm4b	6.7835e-01	3.1454e-01
washc5	6.7836e-01	3.1455e-01
ccdc82	6.7837e-01	3.1455e-01
tmf1	6.7837e-01	3.1455e-01
zgc:171734	6.7837e-01	3.1456e-01
ednrbb	6.7839e-01	3.1457e-01
lmod1a	6.7839e-01	3.1457e-01
traf2b	6.7840e-01	3.1458e-01
si:ch211-106h4.12	6.7842e-01	3.1460e-01
tas1r3	6.7842e-01	3.1460e-01
si:ch73-359m17.8	6.7842e-01	3.1460e-01
znf1016	6.7843e-01	3.1460e-01
adgre15	6.7843e-01	3.1461e-01
zgc:173577	6.7843e-01	3.1461e-01
pvalb7	6.7845e-01	3.1462e-01
myoz2a	6.7845e-01	3.1462e-01
si:ch211-199i15.5	6.7845e-01	3.1462e-01
pmt	6.7846e-01	3.1463e-01
dnaaf3l	6.7847e-01	3.1464e-01
znf1144	6.7847e-01	3.1464e-01
pimr169	6.7847e-01	3.1465e-01
f7	6.7847e-01	3.1465e-01
hmga2	6.7848e-01	3.1465e-01
znf1080	6.7848e-01	3.1465e-01
cpt1cb	6.7848e-01	3.1466e-01
si:dkey-88j15.3	6.7849e-01	3.1466e-01
rprd1b	6.7849e-01	3.1466e-01
zdhhc9	6.7851e-01	3.1468e-01
mfge8b	6.7852e-01	3.1468e-01
ECPAS	6.7852e-01	3.1469e-01
slc25a4	6.7852e-01	3.1469e-01
masp2	6.7853e-01	3.1470e-01
si:dkey-47k20.8	6.7854e-01	3.1470e-01
slc30a4	6.7855e-01	3.1471e-01
agbl2	6.7856e-01	3.1472e-01
dnaaf4	6.7856e-01	3.1472e-01
ndufaf3	6.7856e-01	3.1472e-01
sh2d5	6.7857e-01	3.1473e-01
zgc:162331	6.7857e-01	3.1473e-01
mybpc2a	6.7858e-01	3.1474e-01
lrrtm4l1	6.7858e-01	3.1474e-01
FO393424.1	6.7859e-01	3.1475e-01
gmpr2	6.7860e-01	3.1475e-01
adoa	6.7861e-01	3.1476e-01
slc30a5	6.7861e-01	3.1477e-01
slbp2	6.7862e-01	3.1477e-01
mon1bb	6.7862e-01	3.1477e-01
BX901942.2	6.7862e-01	3.1478e-01
abhd2a	6.7863e-01	3.1479e-01
c3a.1	6.7864e-01	3.1479e-01
brcc3	6.7864e-01	3.1479e-01
pparda	6.7864e-01	3.1479e-01
zgc:153913	6.7865e-01	3.1480e-01
crhr2	6.7866e-01	3.1481e-01
tbx22	6.7866e-01	3.1481e-01
helq	6.7866e-01	3.1481e-01
CDH18	6.7867e-01	3.1482e-01
si:ch73-144d13.8	6.7869e-01	3.1483e-01
rspo1	6.7869e-01	3.1483e-01
CABZ01087091.1	6.7871e-01	3.1485e-01
zgc:111986	6.7871e-01	3.1485e-01
si:dkey-21h14.8	6.7872e-01	3.1486e-01
ankrd6a	6.7872e-01	3.1486e-01
twistnb	6.7872e-01	3.1486e-01
fbln7	6.7873e-01	3.1486e-01
si:ch73-71d17.2	6.7873e-01	3.1487e-01
znf1072	6.7873e-01	3.1487e-01
si:ch73-97h19.2	6.7876e-01	3.1489e-01
olfcg6	6.7876e-01	3.1489e-01
sybl1	6.7877e-01	3.1490e-01
ANOS1	6.7877e-01	3.1490e-01
rgs16	6.7877e-01	3.1491e-01
npas2	6.7878e-01	3.1491e-01
si:zfos-2330d3.7	6.7880e-01	3.1493e-01
mslna	6.7880e-01	3.1493e-01
fibinb	6.7881e-01	3.1494e-01
rspo2	6.7881e-01	3.1494e-01
dnajc10	6.7882e-01	3.1494e-01
carm1l	6.7882e-01	3.1494e-01
flot1b	6.7885e-01	3.1497e-01
CABZ01117706.1	6.7885e-01	3.1497e-01
mfn1b	6.7885e-01	3.1497e-01
uqcc3	6.7888e-01	3.1500e-01
engase	6.7888e-01	3.1500e-01
nup93	6.7889e-01	3.1501e-01
mapk6	6.7890e-01	3.1501e-01
si:dkey-112a7.5	6.7891e-01	3.1503e-01
mpdu1a	6.7891e-01	3.1503e-01
HERC5	6.7891e-01	3.1503e-01
ccl39.7	6.7891e-01	3.1503e-01
si:dkey-19p15.4	6.7892e-01	3.1503e-01
si:dkey-202l22.6	6.7892e-01	3.1503e-01
CU467646.4	6.7893e-01	3.1504e-01
aldh18a1	6.7893e-01	3.1504e-01
ubxn11	6.7894e-01	3.1505e-01
aifm5	6.7894e-01	3.1505e-01
cratb	6.7894e-01	3.1505e-01
zgc:113336	6.7894e-01	3.1505e-01
cyp21a2	6.7895e-01	3.1506e-01
slc7a10a	6.7895e-01	3.1506e-01
LO017850.1	6.7895e-01	3.1506e-01
si:ch73-171o20.1	6.7896e-01	3.1506e-01
map3k1	6.7896e-01	3.1507e-01
selp	6.7897e-01	3.1508e-01
dnajc5gb	6.7898e-01	3.1509e-01
sart1	6.7899e-01	3.1509e-01
AL645691.1	6.7899e-01	3.1510e-01
si:ch211-39f2.3	6.7900e-01	3.1510e-01
si:dkey-207b20.2	6.7902e-01	3.1512e-01
atg16l2	6.7902e-01	3.1512e-01
LO018493.2	6.7902e-01	3.1512e-01
zfyve26	6.7903e-01	3.1513e-01
zgc:153631	6.7904e-01	3.1514e-01
fscn2a	6.7905e-01	3.1514e-01
galnt8a.1	6.7905e-01	3.1515e-01
txndc16	6.7907e-01	3.1516e-01
vegfd	6.7908e-01	3.1517e-01
MPRIP	6.7908e-01	3.1517e-01
anapc16	6.7909e-01	3.1518e-01
zgc:136254	6.7909e-01	3.1518e-01
CAMK2N1	6.7911e-01	3.1519e-01
gpr132b	6.7911e-01	3.1519e-01
otud7b	6.7911e-01	3.1520e-01
fan1	6.7912e-01	3.1521e-01
cep70	6.7912e-01	3.1521e-01
tmem17	6.7912e-01	3.1521e-01
sulf2b	6.7913e-01	3.1521e-01
fut9b	6.7913e-01	3.1521e-01
crlf1a	6.7913e-01	3.1522e-01
or131-1	6.7914e-01	3.1522e-01
anapc7	6.7915e-01	3.1523e-01
si:dkey-204a24.11	6.7916e-01	3.1524e-01
ahsg1	6.7916e-01	3.1524e-01
si:dkey-88e12.3	6.7916e-01	3.1524e-01
etfdh	6.7919e-01	3.1526e-01
BX649608.2	6.7920e-01	3.1527e-01
camk2b2	6.7920e-01	3.1528e-01
GBGT1 (1 of many)	6.7921e-01	3.1528e-01
si:dkey-21o22.2	6.7922e-01	3.1529e-01
or102-5	6.7922e-01	3.1529e-01
tdh2	6.7922e-01	3.1529e-01
gpat3	6.7923e-01	3.1530e-01
gli2b	6.7924e-01	3.1531e-01
os9	6.7925e-01	3.1532e-01
si:ch211-114l13.3	6.7925e-01	3.1532e-01
myd88	6.7926e-01	3.1532e-01
tlr3	6.7926e-01	3.1533e-01
irak3	6.7926e-01	3.1533e-01
svilb	6.7928e-01	3.1534e-01
scn12aa	6.7928e-01	3.1535e-01
si:dkey-103d23.3	6.7929e-01	3.1535e-01
si:dkeyp-44d3.5	6.7931e-01	3.1537e-01
CR533578.1	6.7932e-01	3.1538e-01
hexdc	6.7932e-01	3.1538e-01
CR388166.1	6.7933e-01	3.1539e-01
znf1090	6.7934e-01	3.1539e-01
cep57l1	6.7935e-01	3.1540e-01
CR944667.2	6.7936e-01	3.1541e-01
ggt1b	6.7936e-01	3.1541e-01
si:ch211-62a1.3	6.7936e-01	3.1542e-01
SLC45A4 (1 of many)	6.7937e-01	3.1542e-01
si:dkeyp-3f10.11	6.7938e-01	3.1543e-01
tmx1	6.7939e-01	3.1544e-01
rerglb	6.7939e-01	3.1544e-01
pdcd6ip	6.7939e-01	3.1544e-01
tmem37	6.7940e-01	3.1545e-01
LO018380.1	6.7941e-01	3.1546e-01
zgc:153990	6.7942e-01	3.1546e-01
acsl5	6.7942e-01	3.1546e-01
leap2	6.7943e-01	3.1547e-01
si:dkey-31g6.4	6.7944e-01	3.1548e-01
smim13	6.7944e-01	3.1548e-01
zgc:153039	6.7945e-01	3.1549e-01
zgc:136872	6.7945e-01	3.1549e-01
tmem33	6.7945e-01	3.1550e-01
chmp2ba	6.7946e-01	3.1550e-01
tmem106c	6.7946e-01	3.1550e-01
rnf212b	6.7946e-01	3.1550e-01
shisal1b	6.7946e-01	3.1550e-01
plac8l1	6.7949e-01	3.1553e-01
CU539054.1	6.7950e-01	3.1553e-01
exoc6	6.7950e-01	3.1553e-01
CT027676.1	6.7951e-01	3.1554e-01
podxl	6.7952e-01	3.1556e-01
kcna7	6.7954e-01	3.1557e-01
gcnt4b	6.7954e-01	3.1557e-01
adgb	6.7956e-01	3.1558e-01
fis1	6.7956e-01	3.1559e-01
ecd	6.7957e-01	3.1559e-01
si:ch211-160d20.5	6.7957e-01	3.1560e-01
si:ch211-285j22.3	6.7958e-01	3.1560e-01
aldh4a1	6.7958e-01	3.1560e-01
klf2a	6.7959e-01	3.1561e-01
bmp8a	6.7959e-01	3.1561e-01
edn2	6.7960e-01	3.1562e-01
acp2	6.7961e-01	3.1563e-01
gtpbp1	6.7962e-01	3.1563e-01
znf1009	6.7962e-01	3.1564e-01
capn3b	6.7962e-01	3.1564e-01
cdh15	6.7962e-01	3.1564e-01
phykpl	6.7963e-01	3.1565e-01
CABZ01084081.1	6.7965e-01	3.1566e-01
srsf5a	6.7966e-01	3.1567e-01
plk2b	6.7966e-01	3.1567e-01
ksr2	6.7966e-01	3.1568e-01
si:ch211-221n20.4	6.7966e-01	3.1568e-01
si:zfos-464b6.2	6.7967e-01	3.1568e-01
CR382337.1	6.7968e-01	3.1570e-01
tecpr1b	6.7969e-01	3.1570e-01
fkbp16	6.7969e-01	3.1570e-01
c1ql4a	6.7969e-01	3.1570e-01
faim2b	6.7970e-01	3.1571e-01
ATG14	6.7970e-01	3.1571e-01
ca6	6.7970e-01	3.1571e-01
zgc:153372	6.7970e-01	3.1571e-01
rdh8b	6.7970e-01	3.1571e-01
crk	6.7971e-01	3.1572e-01
crx	6.7971e-01	3.1572e-01
si:ch211-288g17.4	6.7972e-01	3.1572e-01
csk	6.7972e-01	3.1573e-01
esr1	6.7973e-01	3.1573e-01
zgc:109986	6.7973e-01	3.1573e-01
fgf11b	6.7973e-01	3.1574e-01
si:ch211-146m13.3	6.7975e-01	3.1575e-01
antxr2a	6.7975e-01	3.1575e-01
ackr3b	6.7975e-01	3.1575e-01
si:dkey-3h2.3	6.7975e-01	3.1575e-01
fgg	6.7976e-01	3.1576e-01
pimr197	6.7977e-01	3.1577e-01
CU672228.2	6.7978e-01	3.1578e-01
svep1	6.7979e-01	3.1578e-01
si:ch211-209l18.4	6.7979e-01	3.1579e-01
apoob	6.7980e-01	3.1580e-01
si:ch73-215d9.1	6.7980e-01	3.1580e-01
si:dkey-264f17.3	6.7980e-01	3.1580e-01
rps19bp1	6.7981e-01	3.1580e-01
si:dkey-93h22.7	6.7982e-01	3.1581e-01
si:ch211-14a11.1	6.7983e-01	3.1582e-01
calca	6.7983e-01	3.1582e-01
atp6ap1a	6.7983e-01	3.1582e-01
kif21b	6.7983e-01	3.1582e-01
tex11	6.7984e-01	3.1583e-01
asphd1	6.7984e-01	3.1583e-01
si:ch211-66c13.1	6.7986e-01	3.1584e-01
cep126	6.7986e-01	3.1585e-01
gm2a	6.7987e-01	3.1585e-01
slc22a31	6.7987e-01	3.1586e-01
s1pr5b	6.7988e-01	3.1586e-01
c1qtnf2	6.7988e-01	3.1587e-01
tgfbr2b	6.7989e-01	3.1587e-01
ugt2a6	6.7990e-01	3.1588e-01
si:ch73-103b9.2	6.7990e-01	3.1589e-01
kiss1ra	6.7993e-01	3.1591e-01
theg	6.7993e-01	3.1591e-01
zmp:0000000936	6.7993e-01	3.1591e-01
ponzr2	6.7993e-01	3.1591e-01
tagln3b	6.7994e-01	3.1592e-01
si:ch211-213b8.4	6.7994e-01	3.1592e-01
p2rx7	6.7996e-01	3.1593e-01
tmem230b	6.7996e-01	3.1593e-01
cx44.2	6.7996e-01	3.1594e-01
ftr82	6.7997e-01	3.1594e-01
znf1132	6.7997e-01	3.1595e-01
si:dkeyp-100a5.4	6.7998e-01	3.1595e-01
pimr26	6.7998e-01	3.1596e-01
plagx	6.7999e-01	3.1596e-01
si:ch73-261i21.2	6.7999e-01	3.1596e-01
acer1	6.7999e-01	3.1596e-01
CLDN8 (1 of many)	6.8000e-01	3.1597e-01
si:dkey-14o1.20	6.8000e-01	3.1597e-01
dhrs13b	6.8000e-01	3.1597e-01
tmem192	6.8000e-01	3.1597e-01
trappc2l	6.8001e-01	3.1598e-01
dnah12	6.8002e-01	3.1599e-01
st3gal4	6.8002e-01	3.1599e-01
or133-3	6.8003e-01	3.1599e-01
si:ch211-163m17.4	6.8003e-01	3.1600e-01
fam184b	6.8003e-01	3.1600e-01
corin	6.8003e-01	3.1600e-01
si:dkey-26i13.5	6.8004e-01	3.1600e-01
hoxb1b	6.8004e-01	3.1600e-01
slc36a1	6.8004e-01	3.1601e-01
si:ch211-238e22.8	6.8004e-01	3.1601e-01
meaf6	6.8005e-01	3.1601e-01
rbbp8	6.8006e-01	3.1602e-01
espnla	6.8007e-01	3.1603e-01
tekt2	6.8007e-01	3.1603e-01
zgc:113229	6.8009e-01	3.1604e-01
mrps21	6.8010e-01	3.1605e-01
si:ch211-256m1.8	6.8010e-01	3.1605e-01
CACNA2D1	6.8010e-01	3.1606e-01
gdi1	6.8012e-01	3.1607e-01
si:dkey-59l11.7	6.8012e-01	3.1607e-01
cebpg	6.8013e-01	3.1608e-01
mboat2b	6.8014e-01	3.1609e-01
zgc:56596	6.8014e-01	3.1609e-01
crygm2d4	6.8014e-01	3.1609e-01
si:ch73-390p7.2	6.8015e-01	3.1610e-01
edrf1	6.8015e-01	3.1610e-01
or132-4	6.8016e-01	3.1611e-01
ugt2a7	6.8017e-01	3.1612e-01
ubald2	6.8017e-01	3.1612e-01
BX897729.1	6.8017e-01	3.1612e-01
sorl1	6.8018e-01	3.1612e-01
epob	6.8018e-01	3.1613e-01
lap3	6.8019e-01	3.1613e-01
bloc1s4	6.8019e-01	3.1613e-01
rbm41	6.8020e-01	3.1614e-01
si:dkey-27d5.14	6.8020e-01	3.1614e-01
lrpap1	6.8021e-01	3.1615e-01
aclya	6.8021e-01	3.1615e-01
pimr183	6.8021e-01	3.1615e-01
urb2	6.8021e-01	3.1615e-01
lgmn	6.8021e-01	3.1615e-01
fggy	6.8022e-01	3.1616e-01
im:6904045	6.8022e-01	3.1616e-01
esrrgb	6.8022e-01	3.1616e-01
fam228a	6.8022e-01	3.1616e-01
sdr16c5a	6.8023e-01	3.1616e-01
ddrgk1	6.8024e-01	3.1618e-01
tmem205	6.8025e-01	3.1618e-01
znf987	6.8025e-01	3.1618e-01
itpka	6.8025e-01	3.1619e-01
si:dkey-222p3.1	6.8025e-01	3.1619e-01
olfcq19	6.8026e-01	3.1619e-01
rad9a	6.8027e-01	3.1620e-01
zbtb42	6.8027e-01	3.1620e-01
csgalnact2	6.8029e-01	3.1622e-01
sssca1	6.8030e-01	3.1623e-01
si:rp71-39b20.4	6.8030e-01	3.1623e-01
nptnb	6.8030e-01	3.1623e-01
fgf20b	6.8031e-01	3.1624e-01
zfyve9a	6.8031e-01	3.1624e-01
pimr157	6.8031e-01	3.1624e-01
rab14	6.8031e-01	3.1624e-01
pidd1	6.8031e-01	3.1624e-01
PEPD	6.8031e-01	3.1624e-01
CR762483.1	6.8032e-01	3.1625e-01
snai3	6.8032e-01	3.1625e-01
cln5	6.8034e-01	3.1626e-01
svila	6.8034e-01	3.1626e-01
efnb3a	6.8034e-01	3.1626e-01
znf1045	6.8034e-01	3.1627e-01
si:dkey-13a21.4	6.8035e-01	3.1627e-01
zgc:162144	6.8036e-01	3.1628e-01
crtc3	6.8036e-01	3.1628e-01
cacng8b	6.8036e-01	3.1628e-01
plpp7	6.8037e-01	3.1629e-01
otulinb	6.8037e-01	3.1629e-01
si:ch211-76m11.8	6.8037e-01	3.1629e-01
