GeneID	H(c|x)	p_e
sulf1	5.1365e-01	1.9492e-01
impdh1b	5.1367e-01	1.9494e-01
CR388055.1	5.1368e-01	1.9494e-01
phldb1b	5.1368e-01	1.9494e-01
si:dkey-156j15.1	5.1371e-01	1.9496e-01
gpat4	5.1373e-01	1.9497e-01
gpr61	5.1373e-01	1.9497e-01
ctnnd1	5.1373e-01	1.9497e-01
acsl1a	5.1376e-01	1.9499e-01
hmgn3	5.1378e-01	1.9500e-01
BX569796.1	5.1378e-01	1.9500e-01
ufm1	5.1379e-01	1.9501e-01
nt5c1ba	5.1380e-01	1.9501e-01
ptafr	5.1382e-01	1.9503e-01
ddx3b	5.1386e-01	1.9505e-01
camlg	5.1387e-01	1.9506e-01
pld3	5.1387e-01	1.9506e-01
si:dkey-119f1.1	5.1391e-01	1.9508e-01
gpc3	5.1392e-01	1.9509e-01
mapk8ip2	5.1395e-01	1.9510e-01
blk	5.1403e-01	1.9516e-01
plcl2	5.1406e-01	1.9517e-01
CABZ01046427.2	5.1409e-01	1.9519e-01
si:ch211-161c3.5	5.1410e-01	1.9520e-01
CR628323.2	5.1417e-01	1.9524e-01
srsf9	5.1418e-01	1.9525e-01
mak16	5.1420e-01	1.9526e-01
mul1b	5.1421e-01	1.9526e-01
birc6	5.1421e-01	1.9527e-01
or133-2	5.1422e-01	1.9527e-01
anp32e	5.1425e-01	1.9529e-01
smarcc1a	5.1427e-01	1.9530e-01
si:dkey-66k12.3	5.1429e-01	1.9531e-01
ppm1e	5.1429e-01	1.9531e-01
bxdc2	5.1431e-01	1.9533e-01
rpp25b	5.1437e-01	1.9536e-01
ldah	5.1437e-01	1.9537e-01
C12orf75	5.1438e-01	1.9537e-01
kcnj1b	5.1439e-01	1.9537e-01
ewsr1b	5.1440e-01	1.9538e-01
six9	5.1441e-01	1.9539e-01
kcnq2a	5.1441e-01	1.9539e-01
srp72	5.1442e-01	1.9540e-01
si:dkey-23i12.9	5.1443e-01	1.9540e-01
si:ch73-7i4.2	5.1446e-01	1.9542e-01
htr1fa	5.1453e-01	1.9546e-01
si:dkey-238o14.1	5.1454e-01	1.9547e-01
ctps1a	5.1454e-01	1.9547e-01
p2rx3b	5.1455e-01	1.9547e-01
cadm2b	5.1460e-01	1.9551e-01
celf1	5.1464e-01	1.9553e-01
exosc3	5.1465e-01	1.9553e-01
kif1ab	5.1465e-01	1.9553e-01
si:dkey-69c1.1	5.1466e-01	1.9554e-01
lgi2a	5.1470e-01	1.9557e-01
rnf165b	5.1472e-01	1.9557e-01
CABZ01088508.1	5.1477e-01	1.9560e-01
si:ch211-57i17.5	5.1477e-01	1.9561e-01
zgc:112416	5.1480e-01	1.9563e-01
si:dkey-248e17.5	5.1484e-01	1.9565e-01
si:dkeyp-74b6.2	5.1484e-01	1.9565e-01
ctss1	5.1484e-01	1.9565e-01
nfatc4	5.1488e-01	1.9568e-01
BX649476.1	5.1492e-01	1.9570e-01
lingo1a	5.1493e-01	1.9571e-01
znf280d	5.1495e-01	1.9572e-01
si:dkey-6n6.1	5.1495e-01	1.9572e-01
ddx46	5.1498e-01	1.9574e-01
zswim6	5.1502e-01	1.9576e-01
prkcz	5.1504e-01	1.9577e-01
pin4	5.1504e-01	1.9577e-01
ube3d	5.1504e-01	1.9578e-01
si:dkey-249d8.1	5.1506e-01	1.9578e-01
cacnb1	5.1507e-01	1.9579e-01
tradd	5.1508e-01	1.9580e-01
h2afx	5.1516e-01	1.9585e-01
dnajb5	5.1520e-01	1.9587e-01
paics	5.1525e-01	1.9590e-01
si:dkey-124l13.1	5.1525e-01	1.9590e-01
hmx3b	5.1529e-01	1.9593e-01
sephs1	5.1530e-01	1.9593e-01
trip12	5.1531e-01	1.9594e-01
si:ch211-196l7.4	5.1533e-01	1.9595e-01
gdf7	5.1539e-01	1.9599e-01
mvb12ba	5.1540e-01	1.9599e-01
foxl2b	5.1541e-01	1.9600e-01
nyx	5.1544e-01	1.9602e-01
BX323555.4	5.1549e-01	1.9605e-01
cdkn1a	5.1550e-01	1.9606e-01
ano9b	5.1551e-01	1.9606e-01
ddx54	5.1552e-01	1.9607e-01
cbfa2t2	5.1554e-01	1.9608e-01
ighv2-2	5.1559e-01	1.9611e-01
efnb3b	5.1561e-01	1.9612e-01
surf6	5.1562e-01	1.9613e-01
msi1	5.1568e-01	1.9616e-01
eprs	5.1573e-01	1.9620e-01
brf1a	5.1580e-01	1.9624e-01
igic1s1	5.1580e-01	1.9624e-01
polr2h	5.1583e-01	1.9626e-01
si:dkeyp-14d3.1	5.1585e-01	1.9627e-01
tmem63bb	5.1585e-01	1.9627e-01
klhl14	5.1586e-01	1.9627e-01
arr3a	5.1586e-01	1.9628e-01
FP245456.1	5.1586e-01	1.9628e-01
has3	5.1586e-01	1.9628e-01
si:ch211-198n5.11	5.1587e-01	1.9628e-01
nkx2.9	5.1587e-01	1.9628e-01
enpp4	5.1587e-01	1.9628e-01
gadd45gip1	5.1597e-01	1.9635e-01
med29	5.1598e-01	1.9635e-01
CABZ01007222.1	5.1599e-01	1.9636e-01
BX546499.1	5.1608e-01	1.9641e-01
ddx61	5.1612e-01	1.9644e-01
pnkd	5.1613e-01	1.9644e-01
hcn4	5.1619e-01	1.9648e-01
fgfbp2a	5.1623e-01	1.9650e-01
ifrd2	5.1626e-01	1.9652e-01
zgc:158423	5.1631e-01	1.9655e-01
rgl2	5.1639e-01	1.9660e-01
dock8	5.1648e-01	1.9666e-01
wdr45b	5.1653e-01	1.9669e-01
si:ch211-71m22.3	5.1654e-01	1.9670e-01
ppp2r2ca	5.1657e-01	1.9671e-01
fkbp9	5.1658e-01	1.9672e-01
patz1	5.1659e-01	1.9673e-01
pcdh2ab10	5.1660e-01	1.9673e-01
b3gnt5a	5.1663e-01	1.9675e-01
si:ch211-269e2.1	5.1665e-01	1.9676e-01
si:ch211-266k8.6	5.1666e-01	1.9677e-01
si:dkey-196n19.2	5.1667e-01	1.9677e-01
si:ch211-66e2.5	5.1668e-01	1.9678e-01
si:ch211-71m22.5	5.1669e-01	1.9679e-01
hddc3	5.1672e-01	1.9680e-01
exosc1	5.1673e-01	1.9681e-01
pomgnt1	5.1673e-01	1.9681e-01
diras1b	5.1677e-01	1.9684e-01
si:ch211-246e12.3	5.1688e-01	1.9690e-01
lfng	5.1690e-01	1.9692e-01
dlg2	5.1693e-01	1.9694e-01
nup153	5.1700e-01	1.9698e-01
her4.1	5.1700e-01	1.9698e-01
kirrel3l	5.1703e-01	1.9699e-01
cecr2	5.1705e-01	1.9701e-01
yipf5	5.1706e-01	1.9702e-01
cnnm2b	5.1708e-01	1.9703e-01
si:ch73-389b16.1	5.1711e-01	1.9705e-01
otub1a	5.1712e-01	1.9705e-01
scpp7	5.1714e-01	1.9706e-01
mms19	5.1714e-01	1.9707e-01
tbck	5.1717e-01	1.9708e-01
spsb4b	5.1717e-01	1.9708e-01
sec61a1l	5.1719e-01	1.9710e-01
rarab	5.1720e-01	1.9710e-01
limch1a	5.1724e-01	1.9713e-01
asb6	5.1725e-01	1.9713e-01
cyb5r1	5.1727e-01	1.9715e-01
si:dkey-188i13.9	5.1729e-01	1.9716e-01
syngap1a	5.1730e-01	1.9716e-01
wnt2ba	5.1731e-01	1.9717e-01
cox5aa	5.1731e-01	1.9717e-01
nell2b	5.1731e-01	1.9717e-01
znf219	5.1733e-01	1.9718e-01
sesn2	5.1734e-01	1.9719e-01
cox11	5.1743e-01	1.9724e-01
ndufa10	5.1744e-01	1.9725e-01
parp8	5.1746e-01	1.9726e-01
uqcrc2b	5.1749e-01	1.9728e-01
zgc:194443	5.1750e-01	1.9729e-01
kcnk1a	5.1754e-01	1.9731e-01
si:dkey-175m17.7	5.1754e-01	1.9731e-01
ndufa8	5.1758e-01	1.9733e-01
slc8a2b	5.1761e-01	1.9736e-01
si:dkey-20i20.3	5.1765e-01	1.9738e-01
imp3	5.1768e-01	1.9740e-01
mospd1	5.1769e-01	1.9740e-01
fam222a	5.1769e-01	1.9741e-01
si:dkey-58f10.7	5.1771e-01	1.9741e-01
rc3h2	5.1776e-01	1.9744e-01
ftr96	5.1783e-01	1.9749e-01
zgc:86896	5.1787e-01	1.9751e-01
ydjc	5.1791e-01	1.9754e-01
dapp1	5.1795e-01	1.9756e-01
mettl14	5.1798e-01	1.9758e-01
dennd1a	5.1798e-01	1.9758e-01
fzd1	5.1799e-01	1.9759e-01
si:ch211-63p21.4	5.1801e-01	1.9760e-01
nkx2.4a	5.1801e-01	1.9760e-01
CABZ01046425.1	5.1802e-01	1.9761e-01
amer1	5.1806e-01	1.9763e-01
cdadc1	5.1808e-01	1.9764e-01
med7	5.1809e-01	1.9765e-01
rnft2	5.1810e-01	1.9765e-01
cd74a	5.1811e-01	1.9766e-01
pcdh7b	5.1811e-01	1.9766e-01
mrps35	5.1813e-01	1.9767e-01
igsf9bb	5.1815e-01	1.9769e-01
nlgn2b	5.1818e-01	1.9771e-01
aacs	5.1822e-01	1.9773e-01
rasgef1bb	5.1822e-01	1.9773e-01
si:ch211-155k24.1	5.1825e-01	1.9775e-01
rab4a	5.1826e-01	1.9775e-01
sco1	5.1826e-01	1.9776e-01
sltm	5.1829e-01	1.9777e-01
aldoca	5.1830e-01	1.9778e-01
pim1	5.1831e-01	1.9778e-01
btbd10b	5.1832e-01	1.9779e-01
kcnk5a	5.1834e-01	1.9780e-01
CABZ01061508.1	5.1841e-01	1.9784e-01
zgc:162879	5.1843e-01	1.9786e-01
vwa1	5.1843e-01	1.9786e-01
pinx1	5.1843e-01	1.9786e-01
rrbp1b	5.1843e-01	1.9786e-01
dnajb1a	5.1848e-01	1.9789e-01
ppp6r2b	5.1857e-01	1.9795e-01
riox2	5.1859e-01	1.9796e-01
trappc13	5.1863e-01	1.9798e-01
sin3aa	5.1870e-01	1.9802e-01
lnpa	5.1871e-01	1.9803e-01
git2a	5.1875e-01	1.9806e-01
adam19a	5.1879e-01	1.9808e-01
csrp3	5.1881e-01	1.9809e-01
eef1akmt1	5.1882e-01	1.9810e-01
CABZ01069040.1	5.1883e-01	1.9811e-01
plekhg2	5.1885e-01	1.9812e-01
pde4d	5.1886e-01	1.9812e-01
znf1043	5.1886e-01	1.9813e-01
amigo1	5.1886e-01	1.9813e-01
ccdc103	5.1891e-01	1.9815e-01
them4	5.1892e-01	1.9816e-01
CABZ01100198.1	5.1897e-01	1.9819e-01
si:dkey-28i19.1	5.1898e-01	1.9820e-01
pik3r6b	5.1898e-01	1.9820e-01
si:ch211-1e14.1	5.1901e-01	1.9822e-01
serbp1b	5.1902e-01	1.9823e-01
tlr5b	5.1903e-01	1.9823e-01
oscp1a	5.1905e-01	1.9824e-01
irf5	5.1909e-01	1.9827e-01
ift52	5.1910e-01	1.9828e-01
xkr6b	5.1911e-01	1.9828e-01
tyro3	5.1917e-01	1.9831e-01
npvf	5.1917e-01	1.9831e-01
fam76b	5.1917e-01	1.9832e-01
pimr140	5.1918e-01	1.9832e-01
ccz1	5.1918e-01	1.9832e-01
dusp12	5.1920e-01	1.9833e-01
kcnj5	5.1920e-01	1.9833e-01
ola1	5.1920e-01	1.9834e-01
si:dkey-71d15.2	5.1922e-01	1.9835e-01
si:ch211-67e16.4	5.1923e-01	1.9835e-01
fam49al	5.1930e-01	1.9840e-01
prlh2r	5.1932e-01	1.9841e-01
COLGALT1	5.1944e-01	1.9848e-01
map3k14b	5.1944e-01	1.9848e-01
si:dkey-35h6.1	5.1946e-01	1.9850e-01
tox2	5.1947e-01	1.9850e-01
FAM180A	5.1947e-01	1.9850e-01
si:dkey-25e12.3	5.1952e-01	1.9853e-01
neu3.5	5.1953e-01	1.9854e-01
ppp1r3da	5.1953e-01	1.9854e-01
BX682558.1	5.1954e-01	1.9854e-01
cip2a	5.1954e-01	1.9855e-01
chrna4b	5.1956e-01	1.9856e-01
slc17a7b	5.1959e-01	1.9857e-01
ccne1	5.1960e-01	1.9858e-01
TRAV14DV4	5.1964e-01	1.9861e-01
si:dkey-102g19.3	5.1966e-01	1.9862e-01
gne	5.1970e-01	1.9864e-01
islr2	5.1971e-01	1.9865e-01
slc38a9	5.1972e-01	1.9866e-01
myrf	5.1980e-01	1.9870e-01
klhl5	5.1981e-01	1.9871e-01
CABZ01101739.1	5.1986e-01	1.9874e-01
gtf2f1	5.1987e-01	1.9875e-01
fhod3b	5.1988e-01	1.9876e-01
zgc:172341	5.1996e-01	1.9880e-01
CABZ01079480.1	5.2000e-01	1.9883e-01
col12a1a	5.2000e-01	1.9883e-01
p3h4	5.2002e-01	1.9884e-01
si:dkey-146m20.13	5.2006e-01	1.9887e-01
si:zfos-2070c2.1	5.2008e-01	1.9888e-01
ppm1lb	5.2014e-01	1.9892e-01
cntn3b	5.2014e-01	1.9892e-01
zgc:113298	5.2015e-01	1.9892e-01
peli1a	5.2016e-01	1.9893e-01
nup58	5.2018e-01	1.9894e-01
gas6	5.2019e-01	1.9894e-01
si:ch211-51c14.1	5.2019e-01	1.9895e-01
wwc1	5.2019e-01	1.9895e-01
AL953858.1	5.2020e-01	1.9895e-01
si:dkey-230p4.1	5.2021e-01	1.9896e-01
gpm6bb	5.2024e-01	1.9898e-01
hivep3a	5.2024e-01	1.9898e-01
ca4a	5.2026e-01	1.9899e-01
rxfp3.3a2	5.2026e-01	1.9899e-01
parp6a	5.2030e-01	1.9901e-01
tti1	5.2030e-01	1.9902e-01
ighv2-3	5.2031e-01	1.9902e-01
rad9b	5.2032e-01	1.9903e-01
dcbld2	5.2036e-01	1.9905e-01
cox7c	5.2038e-01	1.9907e-01
cmtm8a	5.2038e-01	1.9907e-01
rbp7a	5.2040e-01	1.9908e-01
kctd2	5.2040e-01	1.9908e-01
mtap	5.2042e-01	1.9909e-01
si:ch73-358j7.2	5.2043e-01	1.9910e-01
lrwd1	5.2043e-01	1.9910e-01
vapal	5.2043e-01	1.9910e-01
si:ch73-186j5.2	5.2047e-01	1.9912e-01
zgc:171740	5.2056e-01	1.9918e-01
cox5b2	5.2058e-01	1.9919e-01
ubac2	5.2060e-01	1.9920e-01
pacs2	5.2065e-01	1.9923e-01
th	5.2069e-01	1.9926e-01
soga1	5.2071e-01	1.9927e-01
tdrd6	5.2078e-01	1.9931e-01
phc2b	5.2079e-01	1.9932e-01
eif4eb	5.2080e-01	1.9933e-01
CABZ01021592.1	5.2084e-01	1.9935e-01
vat1l	5.2084e-01	1.9935e-01
akap12b	5.2084e-01	1.9935e-01
atf5b	5.2086e-01	1.9936e-01
eif4a1a	5.2089e-01	1.9938e-01
cdh7b	5.2092e-01	1.9940e-01
ldlra	5.2093e-01	1.9941e-01
FO704758.1	5.2094e-01	1.9941e-01
nr3c1	5.2099e-01	1.9944e-01
eif2b3	5.2102e-01	1.9946e-01
ca14	5.2106e-01	1.9948e-01
ppp1r21	5.2106e-01	1.9949e-01
fuk	5.2107e-01	1.9949e-01
brf2	5.2110e-01	1.9951e-01
atrnl1a	5.2112e-01	1.9952e-01
ahnak	5.2112e-01	1.9953e-01
rgs18	5.2119e-01	1.9957e-01
mrpl11	5.2119e-01	1.9957e-01
si:dkey-280e8.1	5.2121e-01	1.9958e-01
spsb1	5.2124e-01	1.9960e-01
sp7	5.2127e-01	1.9962e-01
mpp2a	5.2138e-01	1.9968e-01
hfm1	5.2140e-01	1.9970e-01
slc52a2	5.2141e-01	1.9970e-01
zgc:109744	5.2141e-01	1.9970e-01
acot11b	5.2141e-01	1.9971e-01
si:ch211-156j16.1	5.2146e-01	1.9974e-01
usp39	5.2146e-01	1.9974e-01
rcbtb1	5.2148e-01	1.9975e-01
si:ch211-1o7.2	5.2149e-01	1.9975e-01
usp12a	5.2157e-01	1.9980e-01
zgc:113340	5.2159e-01	1.9982e-01
CU861886.1	5.2162e-01	1.9983e-01
si:zfos-1192g2.3	5.2165e-01	1.9985e-01
cpne7	5.2174e-01	1.9991e-01
bag4	5.2175e-01	1.9991e-01
pick1	5.2177e-01	1.9993e-01
frmpd3	5.2178e-01	1.9993e-01
irf1b	5.2182e-01	1.9996e-01
rubcnl	5.2185e-01	1.9997e-01
snx8a	5.2186e-01	1.9998e-01
med23	5.2188e-01	1.9999e-01
rnf41	5.2188e-01	2.0000e-01
pik3ca	5.2189e-01	2.0000e-01
copa	5.2193e-01	2.0003e-01
si:dkey-80c24.4	5.2194e-01	2.0003e-01
id4	5.2195e-01	2.0004e-01
zgc:171927	5.2196e-01	2.0004e-01
si:dkey-29p10.4	5.2196e-01	2.0004e-01
zgc:113531	5.2198e-01	2.0006e-01
ankfy1	5.2200e-01	2.0007e-01
ppp1r26	5.2201e-01	2.0008e-01
chst7	5.2203e-01	2.0009e-01
iqca1	5.2206e-01	2.0011e-01
ndufb7	5.2210e-01	2.0013e-01
caspb	5.2217e-01	2.0017e-01
acvr1bb	5.2220e-01	2.0020e-01
zgc:153665	5.2221e-01	2.0020e-01
plxna2	5.2222e-01	2.0021e-01
eef2k	5.2227e-01	2.0024e-01
adamts8a	5.2227e-01	2.0024e-01
eed	5.2227e-01	2.0024e-01
htr4	5.2228e-01	2.0025e-01
fezf1	5.2229e-01	2.0025e-01
slc7a4	5.2229e-01	2.0025e-01
sult6b1	5.2235e-01	2.0029e-01
rgs20	5.2237e-01	2.0030e-01
fgfr3	5.2238e-01	2.0030e-01
spoplb	5.2240e-01	2.0032e-01
znf644b	5.2240e-01	2.0032e-01
cavin4b	5.2243e-01	2.0034e-01
gcgra	5.2245e-01	2.0035e-01
prmt5	5.2254e-01	2.0040e-01
zdhhc8b	5.2254e-01	2.0041e-01
inppl1b	5.2255e-01	2.0041e-01
apobec2b	5.2257e-01	2.0043e-01
smc1a	5.2259e-01	2.0044e-01
si:dkey-23a23.2	5.2260e-01	2.0044e-01
klf5b	5.2263e-01	2.0046e-01
snx18b	5.2263e-01	2.0046e-01
R3HDM2	5.2266e-01	2.0048e-01
camsap3	5.2270e-01	2.0051e-01
calcoco1a	5.2271e-01	2.0051e-01
nolc1	5.2271e-01	2.0051e-01
anks1ab	5.2272e-01	2.0051e-01
lrrc75bb	5.2272e-01	2.0052e-01
slc37a2	5.2277e-01	2.0055e-01
shisa3	5.2282e-01	2.0058e-01
zgc:101715	5.2284e-01	2.0059e-01
ptprfa	5.2285e-01	2.0060e-01
galnt9	5.2286e-01	2.0061e-01
brwd3	5.2286e-01	2.0061e-01
slc4a1b	5.2292e-01	2.0064e-01
si:ch211-195h23.4	5.2292e-01	2.0064e-01
ripor2	5.2298e-01	2.0068e-01
wrap73	5.2298e-01	2.0068e-01
cacng5b	5.2299e-01	2.0069e-01
CABZ01088025.1	5.2306e-01	2.0073e-01
bcl6ab	5.2307e-01	2.0074e-01
alpi.2	5.2308e-01	2.0074e-01
dennd3b	5.2308e-01	2.0074e-01
dennd2db	5.2309e-01	2.0075e-01
drg1	5.2310e-01	2.0075e-01
camkva	5.2313e-01	2.0077e-01
mtus2a	5.2317e-01	2.0080e-01
hmox1a	5.2318e-01	2.0080e-01
gpr158a	5.2321e-01	2.0082e-01
gmps	5.2321e-01	2.0083e-01
znf1124	5.2331e-01	2.0089e-01
si:ch211-149b19.4	5.2332e-01	2.0089e-01
tnni2a.3	5.2332e-01	2.0089e-01
stra6l	5.2335e-01	2.0091e-01
tmem88a	5.2340e-01	2.0094e-01
prkar2aa	5.2343e-01	2.0096e-01
LO018029.2	5.2344e-01	2.0096e-01
ehd4	5.2344e-01	2.0097e-01
kif3a	5.2345e-01	2.0097e-01
cysltr3	5.2348e-01	2.0099e-01
zgc:56409	5.2349e-01	2.0099e-01
mpp7b	5.2349e-01	2.0100e-01
rangap1b	5.2351e-01	2.0101e-01
pvalb9	5.2353e-01	2.0102e-01
themis2	5.2354e-01	2.0103e-01
tspan18b	5.2355e-01	2.0103e-01
ash2l	5.2355e-01	2.0104e-01
cox6a2	5.2357e-01	2.0105e-01
CABZ01087629.1	5.2357e-01	2.0105e-01
axin2	5.2358e-01	2.0105e-01
acot7	5.2360e-01	2.0106e-01
npnt	5.2370e-01	2.0113e-01
si:zfos-375h5.1	5.2371e-01	2.0113e-01
si:ch211-14k19.8	5.2372e-01	2.0114e-01
gnrhr2	5.2376e-01	2.0116e-01
irx7	5.2378e-01	2.0118e-01
jmjd7	5.2380e-01	2.0119e-01
hpx	5.2383e-01	2.0121e-01
pi15a	5.2388e-01	2.0124e-01
ier2b	5.2390e-01	2.0125e-01
cishb	5.2391e-01	2.0126e-01
isoc2	5.2396e-01	2.0129e-01
ankef1b	5.2398e-01	2.0130e-01
tmc8	5.2399e-01	2.0131e-01
c1qtnf5	5.2401e-01	2.0132e-01
FP326649.2	5.2401e-01	2.0132e-01
si:ch73-52f15.5	5.2403e-01	2.0133e-01
LO017848.1	5.2403e-01	2.0134e-01
smc1al	5.2404e-01	2.0134e-01
ndfip1l	5.2407e-01	2.0136e-01
si:ch211-188f17.1	5.2410e-01	2.0138e-01
USP34	5.2411e-01	2.0138e-01
peli1b	5.2413e-01	2.0140e-01
ELOB (1 of many)	5.2417e-01	2.0142e-01
zgc:173615	5.2418e-01	2.0142e-01
mthfd1b	5.2419e-01	2.0143e-01
spns2	5.2422e-01	2.0145e-01
st6galnac5a	5.2424e-01	2.0146e-01
ppp1r32	5.2424e-01	2.0147e-01
casp3b	5.2427e-01	2.0149e-01
barhl2	5.2428e-01	2.0149e-01
hiat1a	5.2431e-01	2.0151e-01
styx	5.2433e-01	2.0152e-01
rnf146	5.2434e-01	2.0152e-01
cenpx	5.2437e-01	2.0155e-01
clca5.2	5.2440e-01	2.0156e-01
wif1	5.2440e-01	2.0156e-01
dnal4a	5.2443e-01	2.0158e-01
ubtf	5.2444e-01	2.0159e-01
sos2	5.2445e-01	2.0160e-01
cdk5r2a	5.2446e-01	2.0161e-01
si:dkey-27n6.4	5.2451e-01	2.0163e-01
vwc2	5.2454e-01	2.0165e-01
si:dkey-26m3.2	5.2458e-01	2.0168e-01
neto2b	5.2458e-01	2.0168e-01
hmx2	5.2463e-01	2.0171e-01
nectin1b	5.2469e-01	2.0174e-01
spega	5.2469e-01	2.0175e-01
tmx4	5.2470e-01	2.0176e-01
serping1	5.2475e-01	2.0178e-01
slc6a3	5.2483e-01	2.0183e-01
prkaa1	5.2485e-01	2.0184e-01
klc3	5.2486e-01	2.0185e-01
AL935186.10	5.2488e-01	2.0186e-01
srrm2	5.2489e-01	2.0187e-01
smap2	5.2490e-01	2.0187e-01
scamp2l	5.2490e-01	2.0188e-01
cnot6a	5.2491e-01	2.0188e-01
chrnb1l	5.2495e-01	2.0191e-01
cpne5a	5.2497e-01	2.0192e-01
atp6v0a2b	5.2498e-01	2.0193e-01
si:ch211-170d8.8	5.2499e-01	2.0193e-01
si:ch211-277e21.1	5.2499e-01	2.0193e-01
akt3a	5.2500e-01	2.0194e-01
pdzd2	5.2502e-01	2.0195e-01
stmn4	5.2511e-01	2.0201e-01
CR788255.1	5.2520e-01	2.0206e-01
CLIP4	5.2520e-01	2.0206e-01
si:ch211-106n13.3	5.2520e-01	2.0207e-01
arsa	5.2521e-01	2.0207e-01
chchd4b	5.2524e-01	2.0209e-01
si:ch1073-110a20.2	5.2526e-01	2.0210e-01
cabp7b	5.2526e-01	2.0210e-01
gucd1	5.2527e-01	2.0211e-01
si:ch1073-165f9.2	5.2528e-01	2.0212e-01
tspan37	5.2532e-01	2.0214e-01
jtb	5.2534e-01	2.0215e-01
soul4	5.2535e-01	2.0216e-01
tnfrsf1b	5.2546e-01	2.0223e-01
kcnab2b	5.2546e-01	2.0223e-01
snn	5.2553e-01	2.0227e-01
znrf2a	5.2553e-01	2.0227e-01
rrp15	5.2554e-01	2.0228e-01
suz12a	5.2555e-01	2.0228e-01
parvaa	5.2555e-01	2.0228e-01
LO017877.2	5.2558e-01	2.0230e-01
cacnb2a	5.2560e-01	2.0232e-01
kdm6al	5.2562e-01	2.0232e-01
mmrn2a	5.2562e-01	2.0233e-01
suz12b	5.2562e-01	2.0233e-01
si:dkey-61n16.5	5.2564e-01	2.0234e-01
grn1	5.2569e-01	2.0237e-01
CABZ01044108.1	5.2571e-01	2.0238e-01
spata2	5.2575e-01	2.0241e-01
nae1	5.2576e-01	2.0241e-01
utp4	5.2576e-01	2.0242e-01
si:dkey-79f11.10	5.2581e-01	2.0244e-01
med11	5.2582e-01	2.0245e-01
srek1ip1	5.2584e-01	2.0246e-01
pimr63	5.2585e-01	2.0247e-01
uqcrc1	5.2586e-01	2.0248e-01
snx16	5.2587e-01	2.0248e-01
abi3a	5.2592e-01	2.0251e-01
ucmaa	5.2596e-01	2.0254e-01
mtmr12	5.2597e-01	2.0255e-01
ppm1k	5.2597e-01	2.0255e-01
si:dkey-261p22.1	5.2605e-01	2.0260e-01
znf1158	5.2608e-01	2.0261e-01
eno1a	5.2608e-01	2.0262e-01
cdh10a	5.2609e-01	2.0262e-01
CABZ01028298.1	5.2609e-01	2.0262e-01
CR762475.1	5.2610e-01	2.0263e-01
zgc:123068	5.2610e-01	2.0263e-01
fam213b	5.2611e-01	2.0264e-01
si:ch1073-153i20.4	5.2611e-01	2.0264e-01
si:ch211-158d24.2	5.2613e-01	2.0265e-01
fbp1a	5.2613e-01	2.0265e-01
si:ch73-256j6.5	5.2621e-01	2.0269e-01
tac3a	5.2623e-01	2.0271e-01
ercc6	5.2624e-01	2.0271e-01
arpc5lb	5.2624e-01	2.0271e-01
ubr5	5.2625e-01	2.0272e-01
fam189a1	5.2626e-01	2.0273e-01
wdr83	5.2628e-01	2.0274e-01
tusc2a	5.2628e-01	2.0274e-01
NPC2 (1 of many)	5.2629e-01	2.0275e-01
zmp:0000001161	5.2629e-01	2.0275e-01
si:dkey-32e6.3	5.2629e-01	2.0275e-01
tjp3	5.2630e-01	2.0275e-01
si:ch211-238e22.5	5.2630e-01	2.0275e-01
dync1i2a	5.2631e-01	2.0276e-01
gpc2	5.2632e-01	2.0277e-01
myl9b	5.2632e-01	2.0277e-01
sele	5.2634e-01	2.0278e-01
ubap1la	5.2637e-01	2.0279e-01
si:ch211-227e10.2	5.2637e-01	2.0279e-01
gramd1ba	5.2638e-01	2.0280e-01
bnip2	5.2639e-01	2.0281e-01
ly86	5.2640e-01	2.0281e-01
gpr18	5.2643e-01	2.0284e-01
lipea	5.2644e-01	2.0284e-01
adcy1a	5.2647e-01	2.0286e-01
znf362a	5.2649e-01	2.0287e-01
sestd1	5.2649e-01	2.0287e-01
sdcbp	5.2652e-01	2.0289e-01
paxip1	5.2655e-01	2.0291e-01
nsg2	5.2657e-01	2.0292e-01
si:ch211-236p5.2	5.2658e-01	2.0293e-01
SPTBN4	5.2658e-01	2.0293e-01
tbr1a	5.2661e-01	2.0295e-01
lrfn5b	5.2662e-01	2.0295e-01
ebp	5.2663e-01	2.0296e-01
mst1rb	5.2664e-01	2.0297e-01
pelo	5.2669e-01	2.0300e-01
lrp3	5.2670e-01	2.0300e-01
psme3	5.2671e-01	2.0301e-01
zgc:172143	5.2674e-01	2.0303e-01
kcnk13a	5.2675e-01	2.0303e-01
snf8	5.2676e-01	2.0304e-01
gpm6ba	5.2677e-01	2.0305e-01
sh3bgrl	5.2683e-01	2.0309e-01
si:ch73-199e17.1	5.2684e-01	2.0309e-01
csnk2a2b	5.2684e-01	2.0309e-01
manea	5.2686e-01	2.0311e-01
dnajc21	5.2689e-01	2.0312e-01
isl1	5.2693e-01	2.0315e-01
cc2d1b	5.2694e-01	2.0315e-01
lcor	5.2696e-01	2.0316e-01
gpr161	5.2697e-01	2.0317e-01
gigyf1a	5.2697e-01	2.0317e-01
si:ch211-167j9.5	5.2702e-01	2.0320e-01
zc3h13	5.2702e-01	2.0321e-01
znf668	5.2709e-01	2.0325e-01
nap1l1	5.2712e-01	2.0327e-01
dad1	5.2713e-01	2.0328e-01
si:dkey-266m15.7	5.2714e-01	2.0328e-01
